Stations_ID; Mess_Datum; Qualitaets_Niveau; LUFTTEMPERATUR;DAMPFDRUCK;BEDECKUNGSGRAD;LUFTDRUCK_STATIONSHOEHE;REL_FEUCHTE; WINDGESCHWINDIGKEIT; LUFTTEMPERATUR_MAXIMUM;LUFTTEMPERATUR_MINIMUM;LUFTTEMP_AM_ERDB_MINIMUM; WINDSPITZE_MAXIMUM; NIEDERSCHLAGSHOEHE;NIEDERSCHLAGSHOEHE_IND;SONNENSCHEINDAUER; SCHNEEHOEHE;eor
        1;19370101;   5;   -0.5;  -999;   6.3;    -999;    -999;-999;    2.5;   -1.6;   -999;-999;   0.0;   0;     -999;   0;eor
        1;19370102;   5;    0.3;  -999;   3.0;    -999;    -999;-999;    5.0;   -4.0;   -999;-999;   0.0;   0;     -999;   0;eor
        1;19370103;   5;    3.2;  -999;   4.3;    -999;    -999;-999;    5.0;   -0.2;   -999;-999;   0.0;   0;     -999;   0;eor
        1;19370104;   5;    0.2;  -999;   8.0;    -999;    -999;-999;    3.8;   -0.2;   -999;-999;   0.0;   0;     -999;   0;eor
        1;19370105;   5;    1.4;  -999;   8.0;    -999;    -999;-999;    4.5;   -0.7;   -999;-999;   0.0;   0;     -999;   0;eor
        1;19370106;   5;    0.2;  -999;   6.0;    -999;    -999;-999;    2.0;   -2.4;   -999;-999;   5.2;   7;     -999;   0;eor
        1;19370107;   5;    5.4;  -999;   6.3;    -999;    -999;-999;    8.2;    0.6;   -999;-999;   3.6;   1;     -999;   0;eor
        1;19370108;   5;    2.1;  -999;   4.7;    -999;    -999;-999;    4.0;    1.4;   -999;-999;   0.8;   1;     -999;   0;eor
        1;19370109;   5;   -1.6;  -999;   0.7;    -999;    -999;-999;    1.6;   -3.4;   -999;-999;   0.0;   0;     -999;   0;eor
        1;19370110;   5;   -3.0;  -999;   0.0;    -999;    -999;-999;    1.4;   -7.5;   -999;-999;   0.0;   0;     -999;   0;eor
        1;19370111;   5;   -3.3;  -999;   3.0;    -999;    -999;-999;    0.4;   -7.4;   -999;-999;   0.0;   0;     -999;   0;eor
        1;19370112;   5;   -4.0;  -999;   0.0;    -999;    -999;-999;    1.0;   -7.2;   -999;-999;   0.0;   0;     -999;   0;eor
        1;19370113;   5;   -2.4;  -999;   5.7;    -999;    -999;-999;    2.4;   -7.2;   -999;-999;   0.0;   0;     -999;   0;eor
        1;19370114;   5;   -1.3;  -999;   6.3;    -999;    -999;-999;    0.0;   -4.5;   -999;-999;   3.7;   1;     -999;   0;eor
        1;19370115;   5;    1.4;  -999;   8.0;    -999;    -999;-999;    2.0;   -0.4;   -999;-999;   5.5;   1;     -999;   0;eor
        1;19370116;   5;    1.1;  -999;   8.0;    -999;    -999;-999;    2.5;    0.5;   -999;-999;   0.0;   0;     -999;   0;eor
        1;19370117;   5;   -0.3;  -999;   6.0;    -999;    -999;-999;    3.0;   -1.4;   -999;-999;   0.0;   0;     -999;   0;eor
        1;19370118;   5;   -0.4;  -999;   8.0;    -999;    -999;-999;    0.5;   -2.0;   -999;-999;   0.8;   1;     -999;   0;eor
        1;19370119;   5;    3.0;  -999;   7.3;    -999;    -999;-999;    5.6;    0.4;   -999;-999;  11.5;   1;     -999;   0;eor
        1;19370120;   5;    0.7;  -999;   5.0;    -999;    -999;-999;    4.0;   -0.6;   -999;-999;   0.0;   0;     -999;   0;eor
        1;19370121;   5;   -1.4;  -999;   3.7;    -999;    -999;-999;    3.0;   -4.4;   -999;-999;   0.0;   0;     -999;   0;eor
        1;19370122;   5;    1.6;  -999;   3.3;    -999;    -999;-999;    6.4;   -1.4;   -999;-999;   0.0;   0;     -999;   0;eor
        1;19370123;   5;    0.4;  -999;   0.0;    -999;    -999;-999;    6.2;   -2.2;   -999;-999;   0.0;   0;     -999;   0;eor
        1;19370124;   5;   -2.6;  -999;   5.0;    -999;    -999;-999;    1.3;   -3.2;   -999;-999;   0.2;   1;     -999;   0;eor
        1;19370125;   5;   -1.4;  -999;   7.3;    -999;    -999;-999;    0.0;   -3.2;   -999;-999;   0.8;   1;     -999;   0;eor
        1;19370126;   5;    1.0;  -999;   3.3;    -999;    -999;-999;    8.6;   -3.4;   -999;-999;   0.0;   0;     -999;   0;eor
        1;19370127;   5;   -1.3;  -999;   4.7;    -999;    -999;-999;    1.2;   -2.2;   -999;-999;   0.0;   0;     -999;   0;eor
        1;19370128;   5;   -4.0;  -999;   6.3;    -999;    -999;-999;   -1.6;   -4.6;   -999;-999;   0.0;   7;     -999;   0;eor
        1;19370129;   5;   -1.3;  -999;   8.0;    -999;    -999;-999;    0.6;   -5.0;   -999;-999;  10.0;   8;     -999;   0;eor
        1;19370130;   5;    2.0;  -999;   4.7;    -999;    -999;-999;    6.6;    0.5;   -999;-999;   0.0;   0;     -999;   5;eor
        1;19370131;   5;    3.9;  -999;   4.7;    -999;    -999;-999;    9.5;    0.5;   -999;-999;   0.0;   0;     -999;   0;eor
        1;19370201;   5;    3.5;  -999;   6.7;    -999;    -999;-999;    5.5;    1.0;   -999;-999;  12.1;   1;     -999;   0;eor
        1;19370202;   5;    3.0;  -999;   4.7;    -999;    -999;-999;    7.2;    1.4;   -999;-999;   0.6;   1;     -999;   0;eor
        1;19370203;   5;    0.6;  -999;   8.0;    -999;    -999;-999;    1.6;    0.4;   -999;-999;   0.0;   0;     -999;   0;eor
        1;19370204;   5;    1.4;  -999;   4.3;    -999;    -999;-999;    6.4;   -0.4;   -999;-999;   0.0;   0;     -999;   0;eor
        1;19370205;   5;    5.4;  -999;   6.0;    -999;    -999;-999;    7.5;    0.3;   -999;-999;  13.6;   1;     -999;   0;eor
        1;19370206;   5;    4.1;  -999;   5.3;    -999;    -999;-999;    7.8;    2.4;   -999;-999;   3.0;   1;     -999;   0;eor
        1;19370207;   5;    0.9;  -999;   5.0;    -999;    -999;-999;    4.0;   -2.8;   -999;-999;   3.8;   1;     -999;   0;eor
        1;19370208;   5;    5.1;  -999;   6.7;    -999;    -999;-999;    8.0;   -0.8;   -999;-999;   0.7;   1;     -999;   0;eor
        1;19370209;   5;    3.4;  -999;   5.0;    -999;    -999;-999;    5.6;    2.0;   -999;-999;   0.8;   7;     -999;   0;eor
        1;19370210;   5;    2.3;  -999;   5.3;    -999;    -999;-999;    4.0;   -0.8;   -999;-999;   6.8;   7;     -999;   0;eor
        1;19370211;   5;    1.0;  -999;   7.3;    -999;    -999;-999;    3.4;    0.2;   -999;-999;   5.5;   7;     -999;   0;eor
        1;19370212;   5;   -1.2;  -999;   7.0;    -999;    -999;-999;    1.0;   -2.6;   -999;-999;   0.4;   7;     -999;   6;eor
        1;19370213;   5;   -1.4;  -999;   7.7;    -999;    -999;-999;    0.8;   -3.6;   -999;-999;   5.8;   7;     -999;   2;eor
        1;19370214;   5;   -1.9;  -999;   2.7;    -999;    -999;-999;    3.2;   -5.7;   -999;-999;   0.0;   0;     -999;  10;eor
        1;19370215;   5;   -0.2;  -999;   7.3;    -999;    -999;-999;    2.6;   -5.2;   -999;-999;   0.0;   0;     -999;   4;eor
        1;19370216;   5;    2.2;  -999;   7.3;    -999;    -999;-999;    4.7;   -3.0;   -999;-999;   4.4;   1;     -999;   0;eor
        1;19370217;   5;    1.6;  -999;   6.3;    -999;    -999;-999;    3.8;    0.8;   -999;-999;   1.6;   7;     -999;   0;eor
        1;19370218;   5;    1.6;  -999;   6.3;    -999;    -999;-999;    3.8;   -1.4;   -999;-999;   0.0;   0;     -999;   2;eor
        1;19370219;   5;    2.3;  -999;   8.0;    -999;    -999;-999;    4.5;   -1.6;   -999;-999;   4.3;   8;     -999;   0;eor
        1;19370220;   5;    5.2;  -999;   7.3;    -999;    -999;-999;    7.4;    3.4;   -999;-999;   0.0;   7;     -999;   0;eor
        1;19370221;   5;    1.8;  -999;   7.3;    -999;    -999;-999;    4.4;    0.4;   -999;-999;  12.7;   8;     -999;   0;eor
        1;19370222;   5;    4.1;  -999;   8.0;    -999;    -999;-999;    5.5;    0.5;   -999;-999;   2.9;   8;     -999;   0;eor
        1;19370223;   5;   -0.6;  -999;   5.7;    -999;    -999;-999;    5.3;   -1.4;   -999;-999;   3.6;   8;     -999;   0;eor
        1;19370224;   5;    0.4;  -999;   6.0;    -999;    -999;-999;    3.0;   -1.4;   -999;-999;   4.2;   1;     -999;   0;eor
        1;19370225;   5;    5.4;  -999;   8.0;    -999;    -999;-999;    6.5;    0.0;   -999;-999;   0.8;   1;     -999;   0;eor
        1;19370226;   5;    6.2;  -999;   3.0;    -999;    -999;-999;    9.5;    2.7;   -999;-999;   0.0;   0;     -999;   0;eor
        1;19370227;   5;    8.9;  -999;   3.3;    -999;    -999;-999;   14.4;    6.0;   -999;-999;   0.0;   0;     -999;   0;eor
        1;19370228;   5;    0.0;  -999;   8.0;    -999;    -999;-999;    8.2;   -1.6;   -999;-999;   0.0;   1;     -999;   0;eor
        1;19370301;   5;   -0.8;  -999;   4.7;    -999;    -999;-999;    3.6;   -2.4;   -999;-999;   1.4;   7;     -999;   0;eor
        1;19370302;   5;   -0.8;  -999;   3.3;    -999;    -999;-999;    4.6;   -5.4;   -999;-999;   0.0;   0;     -999;   0;eor
        1;19370303;   5;   -0.7;  -999;   4.3;    -999;    -999;-999;    0.6;   -1.2;   -999;-999;   0.0;   0;     -999;   0;eor
        1;19370304;   5;    0.0;  -999;   8.0;    -999;    -999;-999;    4.5;   -4.6;   -999;-999;   2.0;   1;     -999;   0;eor
        1;19370305;   5;    5.4;  -999;   6.7;    -999;    -999;-999;   12.6;    0.4;   -999;-999;   0.0;   0;     -999;   0;eor
        1;19370306;   5;    2.0;  -999;   4.7;    -999;    -999;-999;    5.0;    0.4;   -999;-999;   0.0;   0;     -999;   0;eor
        1;19370307;   5;    3.8;  -999;   6.3;    -999;    -999;-999;    8.6;   -2.0;   -999;-999;   2.5;   8;     -999;   0;eor
        1;19370308;   5;    6.8;  -999;   2.0;    -999;    -999;-999;   13.2;    2.2;   -999;-999;   0.0;   0;     -999;   0;eor
        1;19370309;   5;    6.6;  -999;   5.3;    -999;    -999;-999;   12.0;    2.2;   -999;-999;   0.6;   1;     -999;   0;eor
        1;19370310;   5;    2.1;  -999;   4.0;    -999;    -999;-999;    6.4;    0.6;   -999;-999;   0.0;   0;     -999;   0;eor
        1;19370311;   5;    2.7;  -999;   4.0;    -999;    -999;-999;    9.5;   -4.0;   -999;-999;   0.0;   0;     -999;   0;eor
        1;19370312;   5;    3.0;  -999;   4.7;    -999;    -999;-999;    7.0;    1.6;   -999;-999;   0.9;   1;     -999;   0;eor
        1;19370313;   5;    5.0;  -999;   6.0;    -999;    -999;-999;    7.5;    0.0;   -999;-999;   3.8;   1;     -999;   0;eor
        1;19370314;   5;    4.9;  -999;   4.7;    -999;    -999;-999;    9.2;    2.6;   -999;-999;   1.9;   1;     -999;   0;eor
        1;19370315;   5;    3.3;  -999;   3.7;    -999;    -999;-999;    8.7;    2.2;   -999;-999;   0.0;   0;     -999;   0;eor
        1;19370316;   5;    3.0;  -999;   1.7;    -999;    -999;-999;    9.0;   -2.4;   -999;-999;   0.0;   0;     -999;   0;eor
        1;19370317;   5;    6.5;  -999;   6.3;    -999;    -999;-999;   11.6;    1.8;   -999;-999;   4.0;   1;     -999;   0;eor
        1;19370318;   5;    6.0;  -999;   8.0;    -999;    -999;-999;    6.8;    4.8;   -999;-999;  39.1;   1;     -999;   0;eor
        1;19370319;   5;    6.8;  -999;   7.3;    -999;    -999;-999;   11.0;    5.2;   -999;-999;  18.2;   1;     -999;   0;eor
        1;19370320;   5;    2.0;  -999;   8.0;    -999;    -999;-999;    6.3;    0.5;   -999;-999;  22.6;   8;     -999;   0;eor
        1;19370321;   5;    2.2;  -999;   5.0;    -999;    -999;-999;    7.4;    0.5;   -999;-999;   5.0;   1;     -999;   0;eor
        1;19370322;   5;    4.3;  -999;   6.7;    -999;    -999;-999;    7.2;   -0.4;   -999;-999;   7.5;   8;     -999;   0;eor
        1;19370323;   5;    4.2;  -999;   5.7;    -999;    -999;-999;    8.2;    0.7;   -999;-999;   0.0;   0;     -999;   0;eor
        1;19370324;   5;    2.7;  -999;   7.3;    -999;    -999;-999;    4.2;    1.6;   -999;-999;   2.0;   8;     -999;   0;eor
        1;19370325;   5;    2.5;  -999;   5.3;    -999;    -999;-999;    6.5;    0.4;   -999;-999;   0.0;   0;     -999;   0;eor
        1;19370326;   5;    2.4;  -999;   6.0;    -999;    -999;-999;    5.4;    0.8;   -999;-999;   0.8;   1;     -999;   0;eor
        1;19370327;   5;    0.6;  -999;   2.3;    -999;    -999;-999;    6.4;   -1.2;   -999;-999;   0.0;   0;     -999;   0;eor
        1;19370328;   5;    2.2;  -999;   2.0;    -999;    -999;-999;    8.6;   -3.6;   -999;-999;   0.0;   0;     -999;   0;eor
        1;19370329;   5;    3.4;  -999;   5.0;    -999;    -999;-999;    6.5;   -0.5;   -999;-999;   0.0;   0;     -999;   0;eor
        1;19370330;   5;    2.2;  -999;   7.0;    -999;    -999;-999;    3.8;    0.6;   -999;-999;   0.0;   0;     -999;   0;eor
        1;19370331;   5;    3.2;  -999;   8.0;    -999;    -999;-999;    5.2;    1.7;   -999;-999;   0.0;   0;     -999;   0;eor
        1;19370401;   5;    6.6;  -999;   2.7;    -999;    -999;-999;   12.0;    1.5;   -999;-999;   0.0;   0;     -999;   0;eor
        1;19370402;   5;    7.8;  -999;   5.0;    -999;    -999;-999;   14.5;   -0.6;   -999;-999;   0.2;   1;     -999;   0;eor
        1;19370403;   5;    8.8;  -999;   6.0;    -999;    -999;-999;   13.0;    7.2;   -999;-999;   2.4;   1;     -999;   0;eor
        1;19370404;   5;    7.6;  -999;   8.0;    -999;    -999;-999;   10.0;    5.8;   -999;-999;   1.4;   1;     -999;   0;eor
        1;19370405;   5;   10.0;  -999;   4.0;    -999;    -999;-999;   16.0;    3.2;   -999;-999;   0.0;   0;     -999;   0;eor
        1;19370406;   5;   10.2;  -999;   5.0;    -999;    -999;-999;   16.0;    3.0;   -999;-999;   0.0;   0;     -999;   0;eor
        1;19370407;   5;   10.4;  -999;   7.0;    -999;    -999;-999;   14.6;    6.6;   -999;-999;   3.6;   1;     -999;   0;eor
        1;19370408;   5;   10.8;  -999;   5.0;    -999;    -999;-999;   14.6;    6.6;   -999;-999;   0.0;   0;     -999;   0;eor
        1;19370409;   5;   10.6;  -999;   2.0;    -999;    -999;-999;   17.0;    4.7;   -999;-999;   0.0;   0;     -999;   0;eor
        1;19370410;   5;   11.2;  -999;   5.3;    -999;    -999;-999;   15.7;    5.7;   -999;-999;   0.9;   1;     -999;   0;eor
        1;19370411;   5;    8.4;  -999;   2.0;    -999;    -999;-999;   14.5;    4.5;   -999;-999;   0.0;   0;     -999;   0;eor
        1;19370412;   5;   11.4;  -999;   2.7;    -999;    -999;-999;   18.0;    2.6;   -999;-999;   0.0;   0;     -999;   0;eor
        1;19370413;   5;   12.8;  -999;   7.0;    -999;    -999;-999;   17.6;    8.2;   -999;-999;   0.0;   0;     -999;   0;eor
        1;19370414;   5;    7.6;  -999;   8.0;    -999;    -999;-999;   13.2;    6.6;   -999;-999;  28.2;   1;     -999;   0;eor
        1;19370415;   5;    8.6;  -999;   7.3;    -999;    -999;-999;    9.8;    7.0;   -999;-999;   1.7;   1;     -999;   0;eor
        1;19370416;   5;    7.4;  -999;   8.0;    -999;    -999;-999;   10.8;    6.0;   -999;-999;   9.0;   1;     -999;   0;eor
        1;19370417;   5;    6.3;  -999;   5.7;    -999;    -999;-999;    9.8;    4.8;   -999;-999;   0.4;   1;     -999;   0;eor
        1;19370418;   5;    4.9;  -999;   4.3;    -999;    -999;-999;    9.0;    3.0;   -999;-999;   0.0;   0;     -999;   0;eor
        1;19370419;   5;    4.8;  -999;   6.0;    -999;    -999;-999;    9.8;    0.0;   -999;-999;   0.0;   0;     -999;   0;eor
        1;19370420;   5;    7.9;  -999;   4.7;    -999;    -999;-999;   12.6;    2.0;   -999;-999;   5.8;   1;     -999;   0;eor
        1;19370421;   5;    5.5;  -999;   3.3;    -999;    -999;-999;   10.4;    2.4;   -999;-999;   1.8;   1;     -999;   0;eor
        1;19370422;   5;    4.7;  -999;   8.0;    -999;    -999;-999;    7.4;    0.6;   -999;-999;   5.4;   1;     -999;   0;eor
        1;19370423;   5;    8.7;  -999;   7.0;    -999;    -999;-999;   11.5;    5.0;   -999;-999;   3.6;   1;     -999;   0;eor
        1;19370424;   5;    6.3;  -999;   3.3;    -999;    -999;-999;   12.2;    4.6;   -999;-999;   0.0;   0;     -999;   0;eor
        1;19370425;   5;    4.8;  -999;   4.7;    -999;    -999;-999;    8.6;    1.4;   -999;-999;   0.0;   0;     -999;   0;eor
        1;19370426;   5;    3.9;  -999;   7.0;    -999;    -999;-999;    6.6;    1.6;   -999;-999;   6.7;   8;     -999;   0;eor
        1;19370427;   5;    4.1;  -999;   7.3;    -999;    -999;-999;    7.4;    2.0;   -999;-999;   2.3;   1;     -999;   0;eor
        1;19370428;   5;    6.0;  -999;   6.3;    -999;    -999;-999;   10.4;    3.4;   -999;-999;   0.7;   1;     -999;   0;eor
        1;19370429;   5;    9.4;  -999;   3.0;    -999;    -999;-999;   14.2;    4.8;   -999;-999;   0.0;   0;     -999;   0;eor
        1;19370430;   5;    8.7;  -999;   1.3;    -999;    -999;-999;   13.8;    4.2;   -999;-999;   0.0;   0;     -999;   0;eor
        1;19370501;   5;   10.3;  -999;   2.7;    -999;    -999;-999;   14.5;    5.7;   -999;-999;   0.0;   0;     -999;   0;eor
        1;19370502;   5;   13.7;  -999;   1.7;    -999;    -999;-999;   17.8;    8.4;   -999;-999;   0.0;   0;     -999;   0;eor
        1;19370503;   5;   12.7;  -999;   3.0;    -999;    -999;-999;   19.2;    7.2;   -999;-999;   0.0;   0;     -999;   0;eor
        1;19370504;   5;   10.4;  -999;   7.3;    -999;    -999;-999;   16.2;    7.6;   -999;-999;  22.0;   1;     -999;   0;eor
        1;19370505;   5;    9.4;  -999;   8.0;    -999;    -999;-999;   11.6;    8.6;   -999;-999;   2.7;   1;     -999;   0;eor
        1;19370506;   5;   10.7;  -999;   3.3;    -999;    -999;-999;   16.0;    3.5;   -999;-999;   0.0;   0;     -999;   0;eor
        1;19370507;   5;   11.0;  -999;   2.0;    -999;    -999;-999;   17.5;    2.2;   -999;-999;   0.4;   1;     -999;   0;eor
        1;19370508;   5;    9.6;  -999;   5.7;    -999;    -999;-999;   16.6;    8.6;   -999;-999;  17.0;   1;     -999;   0;eor
        1;19370509;   5;   11.6;  -999;   4.7;    -999;    -999;-999;   16.6;    5.2;   -999;-999;   0.0;   0;     -999;   0;eor
        1;19370510;   5;   14.8;  -999;   5.3;    -999;    -999;-999;   21.2;    6.4;   -999;-999;   0.0;   0;     -999;   0;eor
        1;19370511;   5;   13.8;  -999;   5.7;    -999;    -999;-999;   19.2;   11.2;   -999;-999;   0.0;   0;     -999;   0;eor
        1;19370512;   5;   13.0;  -999;   5.0;    -999;    -999;-999;   19.0;    9.8;   -999;-999;   6.0;   1;     -999;   0;eor
        1;19370513;   5;    9.0;  -999;   7.3;    -999;    -999;-999;   12.6;    8.6;   -999;-999;   6.1;   1;     -999;   0;eor
        1;19370514;   5;   10.2;  -999;   2.0;    -999;    -999;-999;   18.6;    2.6;   -999;-999;   0.0;   0;     -999;   0;eor
        1;19370515;   5;   14.7;  -999;   4.0;    -999;    -999;-999;   21.4;    6.6;   -999;-999;   0.0;   0;     -999;   0;eor
        1;19370516;   5;   14.7;  -999;   4.0;    -999;    -999;-999;   23.0;   10.6;   -999;-999;   0.0;   0;     -999;   0;eor
        1;19370517;   5;   15.8;  -999;   3.7;    -999;    -999;-999;   23.5;    8.5;   -999;-999;   0.0;   0;     -999;   0;eor
        1;19370518;   5;   15.0;  -999;   6.0;    -999;    -999;-999;   23.0;   12.4;   -999;-999;   1.4;   1;     -999;   0;eor
        1;19370519;   5;   15.8;  -999;   4.7;    -999;    -999;-999;   22.4;    8.4;   -999;-999;   0.0;   0;     -999;   0;eor
        1;19370520;   5;   20.8;  -999;   2.7;    -999;    -999;-999;   25.0;    9.8;   -999;-999;   0.0;   0;     -999;   0;eor
        1;19370521;   5;   13.0;  -999;   5.3;    -999;    -999;-999;   22.8;    9.8;   -999;-999;   8.5;   1;     -999;   0;eor
        1;19370522;   5;   12.3;  -999;   6.7;    -999;    -999;-999;   16.0;    9.0;   -999;-999;   0.6;   1;     -999;   0;eor
        1;19370523;   5;   15.5;  -999;   1.3;    -999;    -999;-999;   21.4;    6.7;   -999;-999;   0.0;   0;     -999;   0;eor
        1;19370524;   5;   17.5;  -999;   0.7;    -999;    -999;-999;   24.5;    8.0;   -999;-999;   0.2;   1;     -999;   0;eor
        1;19370525;   5;   20.4;  -999;   1.3;    -999;    -999;-999;   27.5;    8.2;   -999;-999;   0.0;   0;     -999;   0;eor
        1;19370526;   5;   20.6;  -999;   2.0;    -999;    -999;-999;   28.2;   11.6;   -999;-999;   0.0;   0;     -999;   0;eor
        1;19370527;   5;   17.9;  -999;   6.3;    -999;    -999;-999;   22.7;   13.4;   -999;-999;  25.0;   1;     -999;   0;eor
        1;19370528;   5;   18.3;  -999;   3.0;    -999;    -999;-999;   24.0;   14.6;   -999;-999;   0.0;   0;     -999;   0;eor
        1;19370529;   5;   19.3;  -999;   1.0;    -999;    -999;-999;   25.5;   11.8;   -999;-999;   0.0;   0;     -999;   0;eor
        1;19370530;   5;   20.6;  -999;   0.7;    -999;    -999;-999;   27.8;   10.0;   -999;-999;   0.0;   0;     -999;   0;eor
        1;19370531;   5;   18.2;  -999;   4.7;    -999;    -999;-999;   27.8;   11.0;   -999;-999;   1.5;   1;     -999;   0;eor
        1;19370601;   5;   15.0;  -999;   8.0;    -999;    -999;-999;   18.6;   12.4;   -999;-999;  17.2;   1;     -999;   0;eor
        1;19370602;   5;   14.2;  -999;   5.0;    -999;    -999;-999;   19.6;   12.2;   -999;-999;   0.0;   0;     -999;   0;eor
        1;19370603;   5;   15.7;  -999;   4.0;    -999;    -999;-999;   20.6;    9.6;   -999;-999;   0.0;   0;     -999;   0;eor
        1;19370604;   5;   18.0;  -999;   1.3;    -999;    -999;-999;   25.2;    6.6;   -999;-999;   0.0;   0;     -999;   0;eor
        1;19370605;   5;   20.2;  -999;   1.7;    -999;    -999;-999;   27.6;    9.6;   -999;-999;   0.0;   0;     -999;   0;eor
        1;19370606;   5;   20.9;  -999;   3.7;    -999;    -999;-999;   29.4;   15.6;   -999;-999;   0.0;   0;     -999;   0;eor
        1;19370607;   5;   19.9;  -999;   3.3;    -999;    -999;-999;   26.5;   11.5;   -999;-999;   0.0;   0;     -999;   0;eor
        1;19370608;   5;   18.4;  -999;   4.7;    -999;    -999;-999;   25.2;   14.4;   -999;-999;   0.0;   0;     -999;   0;eor
        1;19370609;   5;   23.2;  -999;   1.7;    -999;    -999;-999;   29.8;   13.6;   -999;-999;   0.0;   0;     -999;   0;eor
        1;19370610;   5;   23.7;  -999;   2.3;    -999;    -999;-999;   32.0;   15.2;   -999;-999;   0.0;   0;     -999;   0;eor
        1;19370611;   5;   23.7;  -999;   2.3;    -999;    -999;-999;   32.8;   15.2;   -999;-999;   0.0;   0;     -999;   0;eor
        1;19370612;   5;   21.6;  -999;   3.3;    -999;    -999;-999;   28.0;   15.6;   -999;-999;   0.0;   0;     -999;   0;eor
        1;19370613;   5;   24.2;  -999;   1.3;    -999;    -999;-999;   30.0;   15.2;   -999;-999;   0.0;   0;     -999;   0;eor
        1;19370614;   5;   20.2;  -999;   4.3;    -999;    -999;-999;   26.6;   15.4;   -999;-999;  13.2;   1;     -999;   0;eor
        1;19370615;   5;   15.8;  -999;   4.0;    -999;    -999;-999;   21.7;   12.7;   -999;-999;   0.8;   1;     -999;   0;eor
        1;19370616;   5;   12.7;  -999;   6.3;    -999;    -999;-999;   16.0;   10.0;   -999;-999;   0.0;   0;     -999;   0;eor
        1;19370617;   5;   10.6;  -999;   4.0;    -999;    -999;-999;   17.0;    7.7;   -999;-999;   5.7;   1;     -999;   0;eor
        1;19370618;   5;   12.6;  -999;   4.0;    -999;    -999;-999;   19.4;    4.6;   -999;-999;   0.8;   1;     -999;   0;eor
        1;19370619;   5;   12.0;  -999;   4.3;    -999;    -999;-999;   20.2;    5.6;   -999;-999;  10.1;   1;     -999;   0;eor
        1;19370620;   5;    9.6;  -999;   4.7;    -999;    -999;-999;   16.5;    7.8;   -999;-999;  11.0;   1;     -999;   0;eor
        1;19370621;   5;   12.4;  -999;   4.7;    -999;    -999;-999;   18.2;    7.4;   -999;-999;   0.0;   0;     -999;   0;eor
        1;19370622;   5;   14.0;  -999;   0.7;    -999;    -999;-999;   22.2;    5.0;   -999;-999;   0.0;   0;     -999;   0;eor
        1;19370623;   5;   19.9;  -999;   3.3;    -999;    -999;-999;   27.7;    9.7;   -999;-999;   0.0;   0;     -999;   0;eor
        1;19370624;   5;   17.8;  -999;   4.0;    -999;    -999;-999;   25.8;   12.6;   -999;-999;   1.5;   1;     -999;   0;eor
        1;19370625;   5;   18.2;  -999;   4.7;    -999;    -999;-999;   22.6;   13.4;   -999;-999;   5.5;   1;     -999;   0;eor
        1;19370626;   5;   18.7;  -999;   3.7;    -999;    -999;-999;   22.4;   12.6;   -999;-999;   0.0;   0;     -999;   0;eor
        1;19370627;   5;   20.2;  -999;   4.0;    -999;    -999;-999;   24.4;   15.4;   -999;-999;   0.0;   0;     -999;   0;eor
        1;19370628;   5;   16.2;  -999;   5.3;    -999;    -999;-999;   20.4;   14.2;   -999;-999;   1.8;   1;     -999;   0;eor
        1;19370629;   5;   13.1;  -999;   7.3;    -999;    -999;-999;   14.6;   11.8;   -999;-999;  14.3;   1;     -999;   0;eor
        1;19370630;   5;   11.3;  -999;   6.0;    -999;    -999;-999;   14.0;    9.2;   -999;-999;   0.0;   0;     -999;   0;eor
        1;19370701;   5;   14.5;  -999;   3.7;    -999;    -999;-999;   19.4;    5.7;   -999;-999;   0.0;   0;     -999;   0;eor
        1;19370702;   5;   18.8;  -999;   1.0;    -999;    -999;-999;   25.0;    8.4;   -999;-999;   0.0;   0;     -999;   0;eor
        1;19370703;   5;   21.0;  -999;   1.0;    -999;    -999;-999;   27.4;    8.4;   -999;-999;   0.0;   0;     -999;   0;eor
        1;19370704;   5;   19.0;  -999;   3.3;    -999;    -999;-999;   28.5;   12.7;   -999;-999;   0.3;   1;     -999;   0;eor
        1;19370705;   5;   19.0;  -999;   5.0;    -999;    -999;-999;   25.0;   14.6;   -999;-999;   0.0;   0;     -999;   0;eor
        1;19370706;   5;   19.9;  -999;   4.7;    -999;    -999;-999;   26.4;   13.8;   -999;-999;   0.0;   0;     -999;   0;eor
        1;19370707;   5;   19.0;  -999;   4.0;    -999;    -999;-999;   24.7;   13.2;   -999;-999;   2.3;   1;     -999;   0;eor
        1;19370708;   5;   18.8;  -999;   3.7;    -999;    -999;-999;   25.0;   11.6;   -999;-999;   0.0;   0;     -999;   0;eor
        1;19370709;   5;   17.2;  -999;   4.0;    -999;    -999;-999;   23.6;   10.6;   -999;-999;   0.5;   1;     -999;   0;eor
        1;19370710;   5;   14.4;  -999;   5.3;    -999;    -999;-999;   19.6;   11.8;   -999;-999;   1.6;   1;     -999;   0;eor
        1;19370711;   5;   11.8;  -999;   6.3;    -999;    -999;-999;   15.7;    9.0;   -999;-999;   3.2;   1;     -999;   0;eor
        1;19370712;   5;   13.7;  -999;   6.7;    -999;    -999;-999;   16.6;    9.0;   -999;-999;   5.3;   1;     -999;   0;eor
        1;19370713;   5;   15.8;  -999;   6.3;    -999;    -999;-999;   18.4;   12.8;   -999;-999;   2.9;   1;     -999;   0;eor
        1;19370714;   5;   19.0;  -999;   3.7;    -999;    -999;-999;   25.6;   14.6;   -999;-999;   0.0;   0;     -999;   0;eor
