Stations_id;Stationshoehe;Geogr.Breite;Geogr.Laenge;von_datum;bis_datum;Stationsname;
5906;96;49.4833;8.4500;17580101;17801231;Mannheim
5906;101;;;17810101;17921231;Mannheim
5906;100;;;18210601;18270624;Mannheim
5906;111;;;18410101;18600331;Mannheim
5906;116;;;18600401;18731014;Mannheim
5906;112;;;18731015;18831231;Mannheim
5906;109;;;18840101;18890225;Mannheim
5906;96;;;18890226;18920211;Mannheim
5906;96;;;18920212;19080331;Mannheim
5906;96;;;19080401;19231031;Mannheim
5906;96;;;19231101;19430930;Mannheim
5906;96;49.5333;8.5000;19460801;19471017;Mannheim
5906;96;49.5284;8.4997;19471018;19500331;Mannheim
5906;96;;;19500401;19750813;Mannheim
5906;96;49.5106;8.5547;19750814;20060530;Mannheim
5906;96;49.5100;8.5550;20060531;20060606;Mannheim
5906;96;49.5089;8.5539;20060607;;Mannheim
