Stations_id;Stationshoehe;Geogr.Breite;Geogr.Laenge;von_datum;bis_datum;Stationsname;
1072;134;49.4678;8.1706;18630101;19131031;Dürkheim,Bad
1072;130;;;19131101;19160717;Dürkheim,Bad
1072;147;;;19160718;19510828;Dürkheim,Bad
1072;130;;;19510829;19751231;Dürkheim,Bad
1072;104;49.4767;8.2242;19760101;19770430;Dürkheim,Bad
1072;113;49.4683;8.1794;19770501;19770716;Dürkheim,Bad
1072;150;49.4556;8.1769;19770717;19771031;Dürkheim,Bad
1072;225;49.4586;8.1550;19771101;19880430;Dürkheim,Bad
1072;138;49.4644;8.1642;19880501;19970831;Dürkheim,Bad
1072;107;49.4717;8.1933;19981201;20040531;Dürkheim,Bad
1072;107;49.4717;8.1931;20040601;;Dürkheim,Bad
