Stations_id;Stationshoehe;Geogr.Breite;Geogr.Laenge;von_datum;bis_datum;Stationsname;
298;2;54.3711;12.7075;19370101;19390630;Barth
298;4;54.3525;12.7186;19390701;19460430;Barth
298;4;54.3622;12.7261;19460501;19460930;Barth
298;4;54.3622;12.7261;19461001;19480831;Barth
298;20;54.3578;12.7522;19480901;19530430;Barth
298;4;54.3622;12.7261;19530501;19590520;Barth
298;2;54.3692;12.6908;19590521;19620114;Barth
298;4;54.3381;12.7189;19620115;19930714;Barth
298;7;54.3375;12.7158;19930715;20070430;Barth
298;3;54.3406;12.7108;20070501;20110903;Barth
298;3;54.3406;12.7108;20110904;;Barth
